Ville,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,Prix
Oujda,2022,Manuelle,Diesel,52499.5,Opel,Corsa,5.0,WW au Maroc,Oui,6,148000
Agadir,2018,Automatique,Diesel,174999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,365000
Meknès,2014,Automatique,Diesel,184999.5,Mercedes-Benz,Classe CLA,5.0,WW au Maroc,Oui,8,215000
Salé,2023,Automatique,Diesel,52499.5,Audi,A3,5.0,Dédouanée,Non,8,455000
Rabat,2016,Automatique,Diesel,224999.5,Audi,Q7,5.0,WW au Maroc,Non,11,288000
Ben Guerir,2019,Manuelle,Diesel,224999.5,Peugeot,208,5.0,WW au Maroc,Non,6,98000
Essaouira,2017,Manuelle,Diesel,62499.5,Nissan,Juke,5.0,WW au Maroc,Non,6,130000
Safi,2021,Automatique,Diesel,57499.5,Skoda,Superb,5.0,WW au Maroc,Oui,8,240000
Ouarzazate,2007,Automatique,Diesel,2499.5,Volkswagen,Golf 5,5.0,Dédouanée,Non,8,110000
Marrakech,2013,Manuelle,Essence,17499.5,Nissan,Juke,5.0,WW au Maroc,Oui,8,1100000
Casablanca,2015,Manuelle,Diesel,22499.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,120500
Casablanca,2021,Automatique,Diesel,97499.5,Jeep,Wrangler,5.0,WW au Maroc,Oui,9,455000
Agadir,2019,Manuelle,Diesel,124999.5,Dacia,Lodgy,5.0,WW au Maroc,Non,6,138000
Marrakech,2016,Automatique,Diesel,224999.5,Honda,CR-V,5.0,WW au Maroc,Non,6,185000
Casablanca,2021,Automatique,Diesel,124999.5,Volvo,XC60,5.0,WW au Maroc,Non,8,367000
Casablanca,2023,Manuelle,Diesel,154999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,120000
Tanger,2023,Automatique,Diesel,82499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,174000
Casablanca,2021,Manuelle,Essence,47499.5,DFSK,K01h,3.0,WW au Maroc,Oui,5,72000
Tanger,2021,Manuelle,Diesel,114999.5,Jeep,Compass,5.0,WW au Maroc,Oui,6,198000
Casablanca,2021,Manuelle,Diesel,57499.5,Citroën,Berlingo,3.0,WW au Maroc,Oui,6,135000
Casablanca,2021,Automatique,Diesel,72499.5,Audi,Q8,5.0,WW au Maroc,Oui,12,630000
Casablanca,2021,Automatique,Diesel,72499.5,Audi,Q3,5.0,WW au Maroc,Non,8,342000
Casablanca,2010,Manuelle,Diesel,144999.5,Kia,Sportage,5.0,WW au Maroc,Non,8,107000
Casablanca,2021,Manuelle,Essence,62499.5,Hyundai,i10,5.0,WW au Maroc,Oui,6,110000
Rabat,2021,Automatique,Diesel,27499.5,Mercedes-Benz,200,5.0,WW au Maroc,Non,9,317000
Casablanca,2021,Automatique,Diesel,72499.5,Audi,Q8,5.0,WW au Maroc,Oui,12,630000
Casablanca,2021,Automatique,Diesel,72499.5,Audi,Q3,5.0,WW au Maroc,Non,8,342000
Casablanca,2010,Manuelle,Diesel,144999.5,Kia,Sportage,5.0,WW au Maroc,Non,8,107000
Casablanca,2021,Manuelle,Essence,62499.5,Hyundai,i10,5.0,WW au Maroc,Oui,6,110000
Rabat,2021,Automatique,Diesel,27499.5,Mercedes-Benz,200,5.0,WW au Maroc,Non,9,317000
Casablanca,2025,Automatique,Diesel,12499.5,Audi,Q3,5.0,WW au Maroc,Oui,8,385000
Casablanca,2023,Manuelle,Diesel,144999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,118000
Casablanca,2014,Manuelle,Diesel,194999.5,Audi,A4,5.0,WW au Maroc,Non,8,160000
Casablanca,2019,Automatique,Diesel,62499.5,Volvo,XC40,5.0,WW au Maroc,Non,8,289000
Casablanca,2020,Automatique,Diesel,164999.5,Alfa Romeo,Stelvio,5.0,WW au Maroc,Non,8,199000
Casablanca,2022,Manuelle,Essence,92499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,115000
Casablanca,2021,Manuelle,Diesel,92499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,169000
Casablanca,2016,Automatique,Diesel,97499.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,8,134000
Casablanca,2022,Automatique,Essence,37499.5,Abarth,595,3.0,WW au Maroc,Oui,8,185000
Rabat,2024,Automatique,Diesel,22499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,325000
Casablanca,2022,Automatique,Diesel,97499.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,347000
Oujda,2022,Manuelle,Diesel,47499.5,Opel,Mokka,5.0,WW au Maroc,Oui,6,225000
Temara,2018,Automatique,Diesel,114999.5,Jeep,Renegade,5.0,WW au Maroc,Oui,6,184000
Rabat,2024,Automatique,Diesel,22499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,325000
Casablanca,2022,Automatique,Diesel,97499.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,347000
Oujda,2022,Manuelle,Diesel,47499.5,Opel,Mokka,5.0,WW au Maroc,Oui,6,225000
Casablanca,2014,Automatique,Diesel,194999.5,Mercedes-Benz,220,5.0,Importée neuve,Non,8,300000
Casablanca,2022,Manuelle,Diesel,82499.5,Renault,Express,5.0,WW au Maroc,Non,6,170000
Casablanca,2023,Automatique,Essence,92499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,8,228000
Casablanca,2017,Automatique,Diesel,124999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8,197000
Casablanca,2021,Automatique,Diesel,134999.5,Jeep,Cherokee,5.0,WW au Maroc,Non,9,247000
Agadir,2020,Automatique,Diesel,134999.5,Seat,Ateca,5.0,Dédouanée,Non,6,298000
Casablanca,2023,Automatique,Diesel,7499.5,Peugeot,308,5.0,WW au Maroc,Oui,6,310000
Khouribga,2023,Manuelle,Diesel,97499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,163000
Casablanca,2018,Automatique,Electrique,32499.5,Renault,Zoe,5.0,WW au Maroc,Oui,4,110000
Tanger,2017,Automatique,Diesel,224999.5,Volkswagen,Touran,5.0,Dédouanée,Non,8,228000
Casablanca,2020,Automatique,Diesel,114999.5,Mercedes-Benz,Classe GLE,5.0,WW au Maroc,Oui,8,475000
Casablanca,2011,Manuelle,Essence,164999.5,Peugeot,206,5.0,WW au Maroc,Oui,6,65000
Ouarzazate,2016,Manuelle,Diesel,22499.5,Dacia,Dokker,5.0,WW au Maroc,Non,6,980000
Tanger,2019,Manuelle,Diesel,134999.5,Peugeot,208,5.0,WW au Maroc,Non,6,130000
Larache,2009,Manuelle,Essence,224999.5,Honda,Accord,5.0,WW au Maroc,Non,11,68000
Tanger,2020,Automatique,Hybride,82499.5,Toyota,Corolla,5.0,WW au Maroc,Non,10,208000
Casablanca,2018,Automatique,Essence,97499.5,Fiat,500,3.0,WW au Maroc,Oui,7,120000
Tanger,2017,Automatique,Diesel,72499.5,Jaguar,XE,5.0,WW au Maroc,Oui,8,228000
Rabat,2020,Manuelle,Diesel,124999.5,Dacia,Lodgy,5.0,WW au Maroc,Oui,6,157000
Tanger,2016,Automatique,Diesel,194999.5,Volkswagen,Touran,5.0,Dédouanée,Non,8,238000
Béni Mellal,2020,Manuelle,Diesel,97499.5,Dacia,Dokker,5.0,WW au Maroc,Oui,6,126000
Khouribga,2016,Manuelle,Diesel,97499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,118000
Casablanca,2021,Automatique,Diesel,184999.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,205000
Temara,2003,Manuelle,Essence,224999.5,Peugeot,206,5.0,WW au Maroc,Non,6,42000
Casablanca,2023,Automatique,Diesel,67499.5,BMW,Série 4,5.0,WW au Maroc,Non,8,455000
Agadir,2020,Automatique,Diesel,124999.5,Volkswagen,T-Roc,5.0,Dédouanée,Non,8,280000
Marrakech,2018,Automatique,Diesel,2499.5,Hyundai,Tucson,5.0,WW au Maroc,Non,8,265000
Rabat,2022,Automatique,Diesel,77499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,198000
Rabat,2022,Manuelle,Diesel,37499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,197000
Tanger,2022,Automatique,Essence,32499.5,Hyundai,i10,5.0,WW au Maroc,Oui,6,135000
Casablanca,2021,Automatique,Diesel,104999.5,Renault,Koleos,5.0,WW au Maroc,Non,8,246000
Casablanca,2015,Automatique,Diesel,134999.5,Maserati,Ghibli,5.0,WW au Maroc,Oui,12,240000
Casablanca,2017,Automatique,Diesel,114999.5,Peugeot,508,5.0,WW au Maroc,Non,8,149000
Casablanca,2024,Automatique,Essence,2499.5,MG,HS,5.0,WW au Maroc,Oui,9,190000
Casablanca,2019,Automatique,Diesel,77499.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,243000
Casablanca,2021,Automatique,Diesel,52499.5,Ford,Kuga,5.0,WW au Maroc,Oui,8,243000
Casablanca,2025,Manuelle,Diesel,7499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,170000
Casablanca,2021,Automatique,Hybride,82499.5,Mercedes-Benz,Classe GLC,5.0,Dédouanée,Non,8,665000
Casablanca,2021,Manuelle,Diesel,114999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,159000
Casablanca,2019,Automatique,Diesel,77499.5,DS,DS,5.0,WW au Maroc,Oui,8,305000
Casablanca,2021,Automatique,Diesel,114999.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,165000
Casablanca,2018,Automatique,Diesel,144999.5,Audi,Q5,5.0,Dédouanée,Non,8,419000
Casablanca,2024,Automatique,Essence,22499.5,Seat,Ibiza,5.0,WW au Maroc,Oui,6,225000
Casablanca,2023,Automatique,Diesel,77499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,195000
Casablanca,2005,Manuelle,Diesel,224999.5,BMW,X3,5.0,WW au Maroc,Non,8,75000
Casablanca,2020,Automatique,Diesel,67499.5,Peugeot,508,5.0,WW au Maroc,Non,8,256000
Casablanca,2024,Automatique,Electrique,2499.5,MG,ZS,5.0,WW au Maroc,Oui,6,229000
Kénitra,2013,Automatique,Essence,92499.5,Fiat,500,3.0,WW au Maroc,Oui,6,95000
Casablanca,2022,Automatique,Essence,72499.5,Fiat,500,3.0,WW au Maroc,Oui,7,132000
Casablanca,2020,Automatique,Diesel,82499.5,Mercedes-Benz,Classe GLA,5.0,WW au Maroc,Oui,8,320000
Tanger,2019,Automatique,Diesel,97499.5,DS,100,5.0,WW au Maroc,Oui,8,275000
Tétouan,2019,Manuelle,Diesel,22499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,131000
Casablanca,2021,Automatique,Diesel,114999.5,Volvo,S90,5.0,WW au Maroc,Non,9,328000
Dar Bouazza,2018,Automatique,Diesel,124999.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,220000
Casablanca,2021,Automatique,Diesel,77499.5,BMW,Série 4,5.0,WW au Maroc,Oui,8,539000
Agadir,2019,Manuelle,Diesel,144999.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,153000
Casablanca,2022,Manuelle,Diesel,92499.5,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,209000
Casablanca,2016,Manuelle,Essence,52499.5,MG,MG3,5.0,WW au Maroc,Oui,8,79000
Casablanca,2019,Automatique,Diesel,87499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,284000
Casablanca,2021,Automatique,Diesel,92499.5,Skoda,Octavia,5.0,Dédouanée,Oui,8,198000
Casablanca,2023,Automatique,Essence,12499.5,MG,ZS,5.0,WW au Maroc,Oui,9,166000
Casablanca,2023,Automatique,Diesel,22499.5,Kia,Seltos,5.0,WW au Maroc,Oui,6,256000
Casablanca,2021,Automatique,Diesel,104999.5,Renault,Koleos,5.0,WW au Maroc,Non,8,246000
Casablanca,2015,Automatique,Diesel,134999.5,Maserati,Ghibli,5.0,WW au Maroc,Oui,12,240000
Casablanca,2017,Automatique,Diesel,114999.5,Peugeot,508,5.0,WW au Maroc,Non,8,149000
Agadir,2014,Manuelle,Essence,134999.5,Suzuki,Celerio,5.0,WW au Maroc,Non,6,67000
Agadir,2019,Manuelle,Essence,104999.5,Hyundai,i10,5.0,WW au Maroc,Oui,5,102000
Casablanca,2020,Manuelle,Diesel,87499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,118000
Casablanca,2024,Automatique,Essence,2499.5,MG,HS,5.0,WW au Maroc,Oui,9,190000
Casablanca,2021,Automatique,Diesel,104999.5,Renault,Koleos,5.0,WW au Maroc,Non,8,246000
Casablanca,2015,Automatique,Diesel,134999.5,Maserati,Ghibli,5.0,WW au Maroc,Oui,12,240000
Casablanca,2017,Automatique,Diesel,114999.5,Peugeot,508,5.0,WW au Maroc,Non,8,149000
Agadir,2014,Manuelle,Essence,134999.5,Suzuki,Celerio,5.0,WW au Maroc,Non,6,67000
Agadir,2019,Manuelle,Essence,104999.5,Hyundai,i10,5.0,WW au Maroc,Oui,5,102000
Casablanca,2020,Manuelle,Diesel,87499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,118000
Casablanca,2024,Automatique,Essence,2499.5,MG,HS,5.0,WW au Maroc,Oui,9,190000
Casablanca,2019,Automatique,Diesel,77499.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,243000
Casablanca,2021,Automatique,Diesel,52499.5,Ford,Kuga,5.0,WW au Maroc,Oui,8,243000
Casablanca,2025,Manuelle,Diesel,7499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,170000
Casablanca,2021,Automatique,Hybride,82499.5,Mercedes-Benz,Classe GLC,5.0,Dédouanée,Non,8,665000
Casablanca,2022,Automatique,Diesel,104999.5,Citroën,C4,5.0,WW au Maroc,Non,6,215000
Casablanca,2021,Manuelle,Diesel,114999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,159000
Casablanca,2010,Manuelle,Diesel,324999.5,Opel,Insignia,5.0,WW au Maroc,Non,8,74000
Casablanca,2019,Automatique,Diesel,77499.5,DS,DS,5.0,WW au Maroc,Oui,8,305000
Casablanca,2016,Automatique,Diesel,97499.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,8,134000
Casablanca,2021,Automatique,Diesel,114999.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,165000
Casablanca,2022,Automatique,Diesel,97499.5,Ford,Focus,5.0,WW au Maroc,Oui,6,188000
Casablanca,2018,Automatique,Diesel,144999.5,Audi,Q5,5.0,Dédouanée,Non,8,419000
Casablanca,2024,Automatique,Essence,22499.5,Seat,Ibiza,5.0,WW au Maroc,Oui,6,225000
Casablanca,2021,Automatique,Diesel,52499.5,Ford,Kuga,5.0,WW au Maroc,Oui,8,243000
Casablanca,2021,Automatique,Hybride,82499.5,Mercedes-Benz,Classe GLC,5.0,Dédouanée,Non,8,665000
Casablanca,2022,Automatique,Diesel,104999.5,Citroën,C4,5.0,WW au Maroc,Non,6,215000
Casablanca,2021,Manuelle,Diesel,114999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,159000
Casablanca,2010,Manuelle,Diesel,324999.5,Opel,Insignia,5.0,WW au Maroc,Non,8,74000
Casablanca,2019,Automatique,Diesel,77499.5,DS,DS,5.0,WW au Maroc,Oui,8,305000
Casablanca,2016,Automatique,Diesel,97499.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,8,134000
Casablanca,2021,Automatique,Diesel,114999.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,165000
Casablanca,2018,Automatique,Diesel,144999.5,Audi,Q5,5.0,Dédouanée,Non,8,419000
Casablanca,2024,Automatique,Essence,22499.5,Seat,Ibiza,5.0,WW au Maroc,Oui,6,225000
Casablanca,2022,Manuelle,Diesel,92499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,145000
Casablanca,2021,Manuelle,Diesel,82499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,128000
Casablanca,2023,Automatique,Diesel,77499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,195000
Casablanca,2005,Manuelle,Diesel,224999.5,BMW,X3,5.0,WW au Maroc,Non,8,75000
Rabat,2013,Manuelle,Diesel,194999.5,Volkswagen,Eos,3.0,WW au Maroc,Oui,8,198000
Tanger,2020,Automatique,Diesel,67499.5,Iveco,Daily,5.0,Dédouanée,Oui,10,420000
Casablanca,2019,Automatique,Diesel,104999.5,Audi,A5,5.0,WW au Maroc,Oui,8,340000
Casablanca,2024,Automatique,Electrique,2499.5,MG,ZS,5.0,WW au Maroc,Oui,6,229000
Casablanca,2021,Automatique,Diesel,114999.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,165000
Casablanca,2022,Automatique,Diesel,97499.5,Ford,Focus,5.0,WW au Maroc,Oui,6,188000
Casablanca,2018,Automatique,Diesel,144999.5,Audi,Q5,5.0,Dédouanée,Non,8,419000
Casablanca,2024,Automatique,Essence,22499.5,Seat,Ibiza,5.0,WW au Maroc,Oui,6,225000
Casablanca,2022,Manuelle,Diesel,92499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,145000
Casablanca,2021,Manuelle,Diesel,82499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,128000
Casablanca,2023,Automatique,Diesel,77499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,195000
Casablanca,2005,Manuelle,Diesel,224999.5,BMW,X3,5.0,WW au Maroc,Non,8,75000
Rabat,2013,Manuelle,Diesel,194999.5,Volkswagen,Eos,3.0,WW au Maroc,Oui,8,198000
Tanger,2020,Automatique,Diesel,67499.5,Iveco,Daily,5.0,Dédouanée,Oui,10,420000
Casablanca,2019,Automatique,Diesel,104999.5,Audi,A5,5.0,WW au Maroc,Oui,8,340000
Casablanca,2024,Automatique,Electrique,2499.5,MG,ZS,5.0,WW au Maroc,Oui,6,229000
Kénitra,2013,Automatique,Essence,92499.5,Fiat,500,3.0,WW au Maroc,Oui,6,95000
Casablanca,2022,Automatique,Essence,72499.5,Fiat,500,3.0,WW au Maroc,Oui,7,132000
Casablanca,2020,Automatique,Diesel,82499.5,Mercedes-Benz,Classe GLA,5.0,WW au Maroc,Oui,8,320000
Casablanca,2022,Automatique,Diesel,92499.5,Land Rover,Range Rover Evoque,5.0,Importée neuve,Oui,8,480000
Casablanca,2018,Manuelle,Diesel,114999.5,Renault,Clio,5.0,WW au Maroc,Non,6,115000
Agadir,2018,Manuelle,Diesel,144999.5,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,210000
Casablanca,2024,Automatique,Diesel,17499.5,Seat,Ateca,5.0,WW au Maroc,Oui,6,285000
Rabat,2018,Manuelle,Diesel,104999.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,148000
Agadir,2018,Manuelle,Diesel,154999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,203000
Casablanca,2023,Manuelle,Diesel,124999.5,Peugeot,208,5.0,WW au Maroc,Non,6,150000
Casablanca,2024,Automatique,Essence,32499.5,Peugeot,208,5.0,WW au Maroc,Oui,7,169000
Casablanca,2022,Manuelle,Essence,67499.5,Renault,Clio,5.0,WW au Maroc,Oui,7,137000
Rabat,2020,Manuelle,Diesel,124999.5,Dacia,Lodgy,5.0,WW au Maroc,Oui,6,157000
Casablanca,2022,Automatique,Hybride,32499.5,Lexus,UX,5.0,WW au Maroc,Oui,10,289000
Casablanca,2022,Automatique,Diesel,62499.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,268000
Rabat,2018,Automatique,Diesel,22499.5,Audi,A4,5.0,WW au Maroc,Non,6,217000
Kénitra,2015,Manuelle,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,158000
Casablanca,2021,Manuelle,Diesel,97499.5,Dacia,Duster,5.0,WW au Maroc,Non,6,170000
Casablanca,2023,Automatique,Hybride,17499.5,Alfa Romeo,Tonale,5.0,WW au Maroc,Oui,8,349000
Rabat,2016,Manuelle,Diesel,194999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,122000
Casablanca,2022,Manuelle,Diesel,52499.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,172000
Agadir,2023,Manuelle,Diesel,27499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,168000
Casablanca,2021,Automatique,Hybride,97499.5,Toyota,RAV-4,5.0,WW au Maroc,Oui,14,269000
Casablanca,2018,Manuelle,Diesel,27499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,128000
Agadir,2018,Manuelle,Diesel,144999.5,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,210000
Casablanca,2024,Automatique,Diesel,17499.5,Seat,Ateca,5.0,WW au Maroc,Oui,6,285000
Rabat,2018,Manuelle,Diesel,104999.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,148000
Agadir,2018,Manuelle,Diesel,154999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,203000
Casablanca,2023,Manuelle,Diesel,124999.5,Peugeot,208,5.0,WW au Maroc,Non,6,150000
Casablanca,2024,Automatique,Essence,32499.5,Peugeot,208,5.0,WW au Maroc,Oui,7,169000
Casablanca,2022,Manuelle,Essence,67499.5,Renault,Clio,5.0,WW au Maroc,Oui,7,137000
Rabat,2020,Manuelle,Diesel,124999.5,Dacia,Lodgy,5.0,WW au Maroc,Oui,6,157000
Casablanca,2022,Automatique,Hybride,32499.5,Lexus,UX,5.0,WW au Maroc,Oui,10,289000
Rabat,2018,Automatique,Diesel,22499.5,Audi,A4,5.0,WW au Maroc,Non,6,217000
Kénitra,2015,Manuelle,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,158000
Casablanca,2021,Manuelle,Diesel,97499.5,Dacia,Duster,5.0,WW au Maroc,Non,6,170000
Casablanca,2023,Automatique,Hybride,17499.5,Alfa Romeo,Tonale,5.0,WW au Maroc,Oui,8,349000
Rabat,2016,Manuelle,Diesel,194999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,122000
Casablanca,2022,Manuelle,Diesel,52499.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,172000
Agadir,2023,Manuelle,Diesel,27499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,168000
Casablanca,2021,Automatique,Hybride,97499.5,Toyota,RAV-4,5.0,WW au Maroc,Oui,14,269000
Casablanca,2018,Manuelle,Diesel,27499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,128000
Casablanca,2024,Automatique,Diesel,17499.5,Seat,Ateca,5.0,WW au Maroc,Oui,6,285000
Rabat,2018,Manuelle,Diesel,104999.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,148000
Agadir,2018,Manuelle,Diesel,154999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,203000
Casablanca,2023,Manuelle,Diesel,124999.5,Peugeot,208,5.0,WW au Maroc,Non,6,150000
Casablanca,2024,Automatique,Essence,32499.5,Peugeot,208,5.0,WW au Maroc,Oui,7,169000
Casablanca,2022,Manuelle,Essence,67499.5,Renault,Clio,5.0,WW au Maroc,Oui,7,137000
Rabat,2020,Manuelle,Diesel,124999.5,Dacia,Lodgy,5.0,WW au Maroc,Oui,6,157000
Casablanca,2022,Automatique,Hybride,32499.5,Lexus,UX,5.0,WW au Maroc,Oui,10,289000
Casablanca,2022,Automatique,Diesel,62499.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,268000
Rabat,2018,Automatique,Diesel,22499.5,Audi,A4,5.0,WW au Maroc,Non,6,217000
Kénitra,2015,Manuelle,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,158000
Casablanca,2021,Manuelle,Diesel,97499.5,Dacia,Duster,5.0,WW au Maroc,Non,6,170000
Casablanca,2023,Automatique,Hybride,17499.5,Alfa Romeo,Tonale,5.0,WW au Maroc,Oui,8,349000
Rabat,2016,Manuelle,Diesel,194999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,122000
Casablanca,2022,Manuelle,Diesel,52499.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,172000
Agadir,2023,Manuelle,Diesel,27499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,168000
Casablanca,2021,Automatique,Hybride,97499.5,Toyota,RAV-4,5.0,WW au Maroc,Oui,14,269000
Casablanca,2018,Manuelle,Diesel,27499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,128000
Meknès,2014,Automatique,Diesel,174999.5,Renault,Megane,5.0,WW au Maroc,Non,6,110000
Tanger,2019,Manuelle,Diesel,194999.5,Volkswagen,Touran,5.0,Dédouanée,Oui,6,225000
Agadir,2017,Automatique,Diesel,174999.5,Skoda,Octavia,5.0,WW au Maroc,Non,8,220000
Rabat,2016,Manuelle,Diesel,194999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,122000
Casablanca,2022,Manuelle,Diesel,52499.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,172000
Agadir,2023,Manuelle,Diesel,27499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,168000
Casablanca,2021,Automatique,Hybride,97499.5,Toyota,RAV-4,5.0,WW au Maroc,Oui,14,269000
Casablanca,2018,Manuelle,Diesel,27499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,128000
Meknès,2014,Automatique,Diesel,174999.5,Renault,Megane,5.0,WW au Maroc,Non,6,110000
Tanger,2019,Manuelle,Diesel,194999.5,Volkswagen,Touran,5.0,Dédouanée,Oui,6,225000
Khouribga,2020,Automatique,Diesel,124999.5,Mercedes-Benz,Classe GLA,5.0,Dédouanée,Oui,9,479000
Rabat,2016,Manuelle,Essence,114999.5,Peugeot,208,5.0,WW au Maroc,Non,5,78000
Casablanca,2022,Manuelle,Diesel,42499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,210000
Casablanca,2022,Automatique,Diesel,57499.5,Skoda,Kodiaq,5.0,WW au Maroc,Oui,8,399000
Casablanca,2020,Automatique,Hybride,77499.5,Toyota,C-HR,5.0,WW au Maroc,Oui,10,225000
Casablanca,2024,Manuelle,Diesel,47499.5,Fiat,Fiorino,5.0,WW au Maroc,Oui,5,155000
Casablanca,2022,Automatique,Diesel,124999.5,Kia,Sportage,5.0,WW au Maroc,Non,6,255000
Casablanca,2023,Automatique,Diesel,37499.5,Audi,Q5,5.0,WW au Maroc,Oui,8,749000
Casablanca,2020,Manuelle,Diesel,42499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,138000
Casablanca,2022,Automatique,Diesel,62499.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,268000
Rabat,2018,Automatique,Diesel,22499.5,Audi,A4,5.0,WW au Maroc,Non,6,217000
Kénitra,2015,Manuelle,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,158000
Casablanca,2021,Manuelle,Diesel,97499.5,Dacia,Duster,5.0,WW au Maroc,Non,6,170000
Casablanca,2023,Automatique,Hybride,17499.5,Alfa Romeo,Tonale,5.0,WW au Maroc,Oui,8,349000
Rabat,2016,Manuelle,Diesel,194999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,122000
Casablanca,2022,Manuelle,Diesel,52499.5,Opel,Crossland,5.0,WW au Maroc,Oui,6,172000
Agadir,2023,Manuelle,Diesel,27499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,168000
Casablanca,2021,Automatique,Hybride,97499.5,Toyota,RAV-4,5.0,WW au Maroc,Oui,14,269000
Casablanca,2018,Manuelle,Diesel,27499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,128000
Tanger,2019,Manuelle,Diesel,194999.5,Volkswagen,Touran,5.0,Dédouanée,Oui,6,225000
Khouribga,2020,Automatique,Diesel,124999.5,Mercedes-Benz,Classe GLA,5.0,Dédouanée,Oui,9,479000
